,Year, Total, Total Passed, % Passed,Num Black, Black Passed, % Black Passed, % Black,Num Hispanic, Hisp Passed, % Hisp Passed, % Hisp,Num Asian, Asian Passed, % Asian Passed, % Asian,Num White, White Passed, % White Passed, % White,Num PI, PI Passed, % PI Passed, % PI,Num NA, NA Passed, % NA Passed, % NA,Num 2+, 2+ Passed, % 2+ Passed, % 2+,Num Other, Other Passed, % Other Passed, % Other,Fem Total, Fem Passed, % Fem Passed, % Fem,Num Black Fem, Fem Black Passed, % Fem Black Passed, % Fem Black,Num Hispanic Fem, Fem Hisp Passed, % Fem Hisp Passed, % Fem Hisp,Num Asian Fem, Fem Asian Passed, % Fem Asian Passed, % Fem Asian,Num White Fem, Fem White Passed, % Fem White Passed, % Fem White,Num PI Fem, Fem PI Passed, % Fem PI Passed, % Fem PI,Num NA Fem, Fem NA Passed, % Fem NA Passed, % Fem NA,Num 2+ Fem, Fem 2+ Passed, % Fem 2+ Passed, % Fem 2+,Num Other Fem, Fem Other Passed, % Fem Other Passed,% Fem Other,Male Total, Male Passed, % Male Passed, % Male,Num Black Male, Male Black Passed, % Male Black Passed, % Male Black,Num Hispanic Male, Male Hisp Passed, % Male Hisp Passed, % Male Hisp,Num Asian Male, Male Asian Passed, % Male Asian Passed, % Male Asian,Num White Male, Male White Passed, % Male White Passed, % Male White,Num PI Male, Male PI Passed, % Male PI Passed, % Male PI,Num NA Male, Male NA Passed, % Male NA Passed, % Male NA,Num 2+ Male, Male 2+ Passed, % Male 2+ Passed, % Male 2+,Num Other Male, Male Other Passed, % Male Other Passed, % Male Other,Unnamed: 108,State
304,2014,255,195,76.47,6,4,66.67,2.35,10,3,30.0,3.92,51,45,88.24,20.0,179,135,75.42,70.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,6,5,83.33,2.35,28,19,67.86,10.98,1,0,0.0,0.39,2,0,0.0,0.78,6,3,50.0,2.35,19,14,73.68,7.45,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,227,176,77.53,89.02,5,3,60.0,1.96,8,2,25.0,3.14,45,42,93.33,17.65,160,121,75.62,62.75,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,6,5,83.33,2.35, ,Missouri
305,2015,333,241,72.37,9,7,77.78,2.7,6,0,0.0,1.8,48,40,83.33,14.41,251,183,72.91,75.38,0,0,0.0,0.0,3,0,0.0,0.9,0,0,0.0,0.0,13,5,38.46,3.9,45,32,71.11,13.51,1,0,0.0,0.3,2,0,0.0,0.6,9,7,77.78,2.7,29,20,68.97,8.71,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,0,0.0,1.2,288,209,72.57,86.49,8,6,75.0,2.4,4,0,0.0,1.2,39,33,84.62,11.71,222,163,73.42,66.67,0,0,0.0,0.0,3,0,0.0,0.9,0,0,0.0,0.0,9,2,22.22,2.7, ,Missouri
306,2016,399,277,69.42,11,6,54.55,2.76,11,8,72.73,2.76,55,38,69.09,13.78,294,206,70.07,73.68,0,0,0.0,0.0,1,0,0.0,0.25,19,13,68.42,4.76,1,0,0.0,0.25,64,45,70.31,16.04,2,0,0.0,0.5,2,0,0.0,0.5,15,11,73.33,3.76,39,26,66.67,9.77,0,0,0.0,0.0,0,0,0.0,0.0,4,0,0.0,1.0,0,0,0.0,0.0,335,232,69.25,83.96,9,5,55.56,2.26,9,6,66.67,2.26,40,27,67.5,10.03,255,180,70.59,63.91,0,0,0.0,0.0,1,0,0.0,0.25,15,10,66.67,3.76,1,0,0.0,0.25, ,Missouri
307,2017,466,325,69.74,19,9,47.37,4.08,21,14,66.67,4.51,64,49,76.56,13.73,337,238,70.62,72.32,0,0,0.0,0.0,1,0,0.0,0.21,19,11,57.89,4.08,0,0,0.0,0.0,74,49,66.22,15.88,4,0,0.0,0.86,3,0,0.0,0.64,17,14,82.35,3.65,46,30,65.22,9.87,0,0,0.0,0.0,0,0,0.0,0.0,3,0,0.0,0.64,0,0,0.0,0.0,392,276,70.41,84.12,15,7,46.67,3.22,18,14,77.78,3.86,47,35,74.47,10.09,291,208,71.48,62.45,0,0,0.0,0.0,1,0,0.0,0.21,16,9,56.25,3.43,0,0,0.0,0.0, ,Missouri
308,2018,509,358,70.33,19,4,21.05,3.73,18,16,88.89,3.54,89,68,76.4,17.49,348,250,71.84,68.37,0,0,0.0,0.0,1,0,0.0,0.2,24,14,58.33,4.72,0,0,0.0,0.0,96,67,69.79,18.86,4,0,0.0,0.79,5,4,80.0,0.98,26,20,76.92,5.11,55,38,69.09,10.81,0,0,0.0,0.0,0,0,0.0,0.0,4,0,0.0,0.79,0,0,0.0,0.0,413,291,70.46,81.14,15,3,20.0,2.95,13,12,92.31,2.55,63,48,76.19,12.38,293,212,72.35,57.56,0,0,0.0,0.0,1,0,0.0,0.2,20,11,55.0,3.93,0,0,0.0,0.0, ,Missouri
309,2019,560,387,69.11,32,4,12.5,5.71,27,11,40.74,4.82,109,85,77.98,19.46,361,268,74.24,64.46,0,0,0.0,0.0,1,0,0.0,0.18,21,14,66.67,3.75,0,0,0.0,0.0,107,79,73.83,19.11,6,2,33.33,1.07,4,0,0.0,0.71,25,21,84.0,4.46,64,48,75.0,11.43,0,0,0.0,0.0,0,0,0.0,0.0,5,3,60.0,0.89,0,0,0.0,0.0,453,308,67.99,80.89,26,2,7.69,4.64,23,8,34.78,4.11,84,64,76.19,15.0,297,220,74.07,53.04,0,0,0.0,0.0,1,0,0.0,0.18,16,11,68.75,2.86,0,0,0.0,0.0, ,Missouri
310,2020,569,408,71.7,22,14,63.64,3.87,20,13,65.0,3.51,116,96,82.76,20.39,360,248,68.89,63.27,1,0,0.0,0.18,1,0,0.0,0.18,20,15,75.0,3.51,0,0,0.0,0.0,100,69,69.0,17.57,6,5,83.33,1.05,3,0,0.0,0.53,31,25,80.65,5.45,52,30,57.69,9.14,0,0,0.0,0.0,0,0,0.0,0.0,4,0,0.0,0.7,0,0,0.0,0.0,467,339,72.59,82.07,16,9,56.25,2.81,17,11,64.71,2.99,85,71,83.53,14.94,306,218,71.24,53.78,1,0,0.0,0.18,1,0,0.0,0.18,16,11,68.75,2.81,0,0,0.0,0.0, ,Missouri
311,2021,631,421,66.72,23,9,39.13,3.65,31,17,54.84,4.91,136,104,76.47,21.55,392,262,66.84,62.12,1,0,0.0,0.16,7,4,57.14,1.11,32,20,62.5,5.07,9,5,55.56,1.43,123,80,65.04,19.49,6,2,33.33,0.95,5,0,0.0,0.79,43,35,81.4,6.81,60,38,63.33,9.51,1,0,0.0,0.16,2,0,0.0,0.32,5,3,60.0,0.79,1,0,0.0,0.16,506,341,67.39,80.19,17,7,41.18,2.69,26,17,65.38,4.12,93,69,74.19,14.74,330,224,67.88,52.3,0,0,0.0,0.0,5,3,60.0,0.79,27,17,62.96,4.28,8,4,50.0,1.27, ,Missouri
312,2010,5,2,40.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,5,2,40.0,100.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,5,2,40.0,100.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,5,2,40.0,100.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0, ,Montana
313,2011,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,100.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,100.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,100.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0, ,Montana
314,2012,3,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,0,0.0,100.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,0,0.0,100.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,0,0.0,100.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0, ,Montana
315,2013,11,6,54.55,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,11,6,54.55,100.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,11,6,54.55,100.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,11,6,54.55,100.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0, ,Montana
316,2014,4,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,0,0.0,100.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,0,0.0,100.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,0,0.0,100.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0, ,Montana
317,2015,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0, ,Montana
318,2016,9,4,44.44,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,9,4,44.44,100.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,9,4,44.44,100.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,9,4,44.44,100.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0, ,Montana
319,2017,13,8,61.54,0,0,0.0,0.0,2,0,0.0,15.38,1,0,0.0,7.69,9,6,66.67,69.23,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,15.38,0,0,0.0,0.0,1,0,0.0,7.69,0,0,0.0,0.0,1,0,0.0,7.69,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,11,7,63.64,84.62,0,0,0.0,0.0,1,0,0.0,7.69,1,0,0.0,7.69,8,5,62.5,61.54,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0, ,Montana
320,2018,30,22,73.33,0,0,0.0,0.0,1,0,0.0,3.33,3,0,0.0,10.0,22,15,68.18,73.33,0,0,0.0,0.0,0,0,0.0,0.0,3,0,0.0,10.0,0,0,0.0,0.0,7,4,57.14,23.33,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,7,4,57.14,23.33,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,23,18,78.26,76.67,0,0,0.0,0.0,1,0,0.0,3.33,3,0,0.0,10.0,15,11,73.33,50.0,0,0,0.0,0.0,0,0,0.0,0.0,3,0,0.0,10.0,0,0,0.0,0.0, ,Montana
321,2019,16,14,87.5,0,0,0.0,0.0,1,0,0.0,6.25,0,0,0.0,0.0,13,11,84.62,81.25,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,12.5,0,0,0.0,0.0,2,0,0.0,12.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,12.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,14,12,85.71,87.5,0,0,0.0,0.0,1,0,0.0,6.25,0,0,0.0,0.0,11,9,81.82,68.75,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,12.5,0,0,0.0,0.0, ,Montana
322,2020,9,7,77.78,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,11.11,8,6,75.0,88.89,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,9,7,77.78,100.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,11.11,8,6,75.0,88.89,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0, ,Montana
323,2021,17,14,82.35,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,5.88,15,13,86.67,88.24,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,5.88,0,0,0.0,0.0,5,4,80.0,29.41,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,0,0.0,23.53,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,5.88,0,0,0.0,0.0,12,10,83.33,70.59,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,5.88,11,10,90.91,64.71,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0, ,Montana
324,2010,43,36,83.72,1,0,0.0,2.33,4,0,0.0,9.3,5,4,80.0,11.63,32,26,81.25,74.42,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,2.33,1,0,0.0,2.33,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,2.33,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,42,36,85.71,97.67,1,0,0.0,2.33,4,0,0.0,9.3,5,4,80.0,11.63,31,26,83.87,72.09,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,2.33, ,Nebraska
325,2011,60,42,70.0,1,0,0.0,1.67,3,0,0.0,5.0,7,4,57.14,11.67,47,34,72.34,78.33,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,3.33,3,0,0.0,5.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,3.33,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,1.67,57,40,70.18,95.0,1,0,0.0,1.67,3,0,0.0,5.0,7,4,57.14,11.67,45,33,73.33,75.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,1.67, ,Nebraska
326,2012,57,42,73.68,2,0,0.0,3.51,2,0,0.0,3.51,3,0,0.0,5.26,50,37,74.0,87.72,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,0,0.0,5.26,1,0,0.0,1.75,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,3.51,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,54,40,74.07,94.74,1,0,0.0,1.75,2,0,0.0,3.51,3,0,0.0,5.26,48,35,72.92,84.21,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0, ,Nebraska
327,2013,46,35,76.09,0,0,0.0,0.0,0,0,0.0,0.0,9,6,66.67,19.57,37,29,78.38,80.43,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,5,5,100.0,10.87,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,4.35,3,0,0.0,6.52,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,41,30,73.17,89.13,0,0,0.0,0.0,0,0,0.0,0.0,7,4,57.14,15.22,34,26,76.47,73.91,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0, ,Nebraska
328,2014,71,49,69.01,0,0,0.0,0.0,4,0,0.0,5.63,4,0,0.0,5.63,60,42,70.0,84.51,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,2.82,2,0,0.0,2.82,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,2.82,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,69,47,68.12,97.18,0,0,0.0,0.0,4,0,0.0,5.63,4,0,0.0,5.63,58,40,68.97,81.69,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,2.82, ,Nebraska
329,2015,65,35,53.85,0,0,0.0,0.0,3,0,0.0,4.62,1,0,0.0,1.54,60,33,55.0,92.31,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,6,1,16.67,9.23,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,1.54,5,0,0.0,7.69,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,59,34,57.63,90.77,0,0,0.0,0.0,3,0,0.0,4.62,0,0,0.0,0.0,55,33,60.0,84.62,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0, ,Nebraska
330,2016,88,62,70.45,2,0,0.0,2.27,8,6,75.0,9.09,12,9,75.0,13.64,62,42,67.74,70.45,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,2.27,0,0,0.0,0.0,8,5,62.5,9.09,1,0,0.0,1.14,0,0,0.0,0.0,2,0,0.0,2.27,5,3,60.0,5.68,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,80,57,71.25,90.91,1,0,0.0,1.14,8,6,75.0,9.09,10,8,80.0,11.36,57,39,68.42,64.77,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,2.27,0,0,0.0,0.0, ,Nebraska
331,2017,110,73,66.36,1,0,0.0,0.91,5,2,40.0,4.55,20,12,60.0,18.18,79,54,68.35,71.82,0,0,0.0,0.0,0,0,0.0,0.0,3,0,0.0,2.73,0,0,0.0,0.0,10,6,60.0,9.09,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,0.91,8,4,50.0,7.27,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,0.91,0,0,0.0,0.0,100,67,67.0,90.91,1,0,0.0,0.91,5,2,40.0,4.55,19,11,57.89,17.27,71,50,70.42,64.55,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,1.82,0,0,0.0,0.0, ,Nebraska
332,2018,95,59,62.11,4,0,0.0,4.21,9,4,44.44,9.47,13,10,76.92,13.68,61,42,68.85,64.21,0,0,0.0,0.0,0,0,0.0,0.0,3,0,0.0,3.16,0,0,0.0,0.0,10,8,80.0,10.53,0,0,0.0,0.0,1,0,0.0,1.05,1,0,0.0,1.05,8,8,100.0,8.42,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,85,51,60.0,89.47,4,0,0.0,4.21,8,4,50.0,8.42,12,10,83.33,12.63,53,34,64.15,55.79,0,0,0.0,0.0,0,0,0.0,0.0,3,0,0.0,3.16,0,0,0.0,0.0, ,Nebraska
333,2019,147,106,72.11,5,1,20.0,3.4,10,3,30.0,6.8,20,18,90.0,13.61,103,78,75.73,70.07,0,0,0.0,0.0,0,0,0.0,0.0,6,6,100.0,4.08,0,0,0.0,0.0,21,18,85.71,14.29,0,0,0.0,0.0,1,0,0.0,0.68,1,0,0.0,0.68,17,14,82.35,11.56,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,1.36,0,0,0.0,0.0,126,88,69.84,85.71,5,1,20.0,3.4,9,2,22.22,6.12,19,17,89.47,12.93,86,64,74.42,58.5,0,0,0.0,0.0,0,0,0.0,0.0,4,0,0.0,2.72,0,0,0.0,0.0, ,Nebraska
334,2020,144,93,64.58,7,5,71.43,4.86,5,3,60.0,3.47,25,21,84.0,17.36,97,60,61.86,67.36,0,0,0.0,0.0,0,0,0.0,0.0,6,3,50.0,4.17,0,0,0.0,0.0,28,19,67.86,19.44,1,0,0.0,0.69,0,0,0.0,0.0,6,4,66.67,4.17,20,14,70.0,13.89,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,116,74,63.79,80.56,6,5,83.33,4.17,5,3,60.0,3.47,19,17,89.47,13.19,77,46,59.74,53.47,0,0,0.0,0.0,0,0,0.0,0.0,6,3,50.0,4.17,0,0,0.0,0.0, ,Nebraska
335,2021,183,122,66.67,10,3,30.0,5.46,12,5,41.67,6.56,17,12,70.59,9.29,135,98,72.59,73.77,0,0,0.0,0.0,1,0,0.0,0.55,6,2,33.33,3.28,2,0,0.0,1.09,32,16,50.0,17.49,3,0,0.0,1.64,4,0,0.0,2.19,6,3,50.0,3.28,15,9,60.0,8.2,0,0,0.0,0.0,0,0,0.0,0.0,3,0,0.0,1.64,1,0,0.0,0.55,150,105,70.0,81.97,7,2,28.57,3.83,7,2,28.57,3.83,11,9,81.82,6.01,120,89,74.17,65.57,0,0,0.0,0.0,1,0,0.0,0.55,3,0,0.0,1.64,1,0,0.0,0.55, ,Nebraska
336,2010,49,26,53.06,1,0,0.0,2.04,3,0,0.0,6.12,16,8,50.0,32.65,26,16,61.54,53.06,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,2.04,4,0,0.0,8.16,0,0,0.0,0.0,1,0,0.0,2.04,1,0,0.0,2.04,2,0,0.0,4.08,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,45,25,55.56,91.84,1,0,0.0,2.04,2,0,0.0,4.08,15,8,53.33,30.61,24,16,66.67,48.98,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,2.04, ,Nevada
337,2011,60,33,55.0,5,2,40.0,8.33,8,0,0.0,13.33,20,11,55.0,33.33,24,17,70.83,40.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,7,3,42.86,11.67,0,0,0.0,0.0,1,0,0.0,1.67,2,0,0.0,3.33,2,0,0.0,3.33,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,53,30,56.6,88.33,5,2,40.0,8.33,7,0,0.0,11.67,18,10,55.56,30.0,22,16,72.73,36.67,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0, ,Nevada
338,2012,56,32,57.14,0,0,0.0,0.0,5,0,0.0,8.93,13,6,46.15,23.21,32,21,65.62,57.14,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,0,0.0,5.36,12,7,58.33,21.43,0,0,0.0,0.0,0,0,0.0,0.0,4,0,0.0,7.14,6,4,66.67,10.71,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,1.79,44,25,56.82,78.57,0,0,0.0,0.0,5,0,0.0,8.93,9,4,44.44,16.07,26,17,65.38,46.43,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,3.57, ,Nevada
339,2013,51,29,56.86,3,0,0.0,5.88,8,2,25.0,15.69,13,8,61.54,25.49,25,16,64.0,49.02,0,0,0.0,0.0,1,0,0.0,1.96,0,0,0.0,0.0,0,0,0.0,0.0,3,0,0.0,5.88,1,0,0.0,1.96,0,0,0.0,0.0,1,0,0.0,1.96,1,0,0.0,1.96,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,48,28,58.33,94.12,2,0,0.0,3.92,8,2,25.0,15.69,12,7,58.33,23.53,24,16,66.67,47.06,0,0,0.0,0.0,1,0,0.0,1.96,0,0,0.0,0.0,0,0,0.0,0.0, ,Nevada
340,2014,61,38,62.3,2,0,0.0,3.28,4,0,0.0,6.56,21,12,57.14,34.43,30,22,73.33,49.18,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,0,0.0,4.92,10,4,40.0,16.39,1,0,0.0,1.64,1,0,0.0,1.64,4,0,0.0,6.56,2,0,0.0,3.28,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,3.28,51,34,66.67,83.61,1,0,0.0,1.64,3,0,0.0,4.92,17,10,58.82,27.87,28,21,75.0,45.9,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,1.64, ,Nevada
341,2015,39,26,66.67,3,0,0.0,7.69,5,1,20.0,12.82,6,6,100.0,15.38,24,18,75.0,61.54,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,2.56,7,3,42.86,17.95,2,0,0.0,5.13,0,0,0.0,0.0,0,0,0.0,0.0,4,0,0.0,10.26,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,2.56,32,23,71.88,82.05,1,0,0.0,2.56,5,1,20.0,12.82,6,6,100.0,15.38,20,15,75.0,51.28,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0, ,Nevada
342,2016,104,59,56.73,2,0,0.0,1.92,12,7,58.33,11.54,23,16,69.57,22.12,55,31,56.36,52.88,1,0,0.0,0.96,0,0,0.0,0.0,9,4,44.44,8.65,0,0,0.0,0.0,22,12,54.55,21.15,0,0,0.0,0.0,1,0,0.0,0.96,6,5,83.33,5.77,13,6,46.15,12.5,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,0.96,0,0,0.0,0.0,82,47,57.32,78.85,2,0,0.0,1.92,11,6,54.55,10.58,17,11,64.71,16.35,42,25,59.52,40.38,1,0,0.0,0.96,0,0,0.0,0.0,8,4,50.0,7.69,0,0,0.0,0.0, ,Nevada
