,Year, Total, Total Passed, % Passed,Num Black, Black Passed, % Black Passed, % Black,Num Hispanic, Hisp Passed, % Hisp Passed, % Hisp,Num Asian, Asian Passed, % Asian Passed, % Asian,Num White, White Passed, % White Passed, % White,Num PI, PI Passed, % PI Passed, % PI,Num NA, NA Passed, % NA Passed, % NA,Num 2+, 2+ Passed, % 2+ Passed, % 2+,Num Other, Other Passed, % Other Passed, % Other,Fem Total, Fem Passed, % Fem Passed, % Fem,Num Black Fem, Fem Black Passed, % Fem Black Passed, % Fem Black,Num Hispanic Fem, Fem Hisp Passed, % Fem Hisp Passed, % Fem Hisp,Num Asian Fem, Fem Asian Passed, % Fem Asian Passed, % Fem Asian,Num White Fem, Fem White Passed, % Fem White Passed, % Fem White,Num PI Fem, Fem PI Passed, % Fem PI Passed, % Fem PI,Num NA Fem, Fem NA Passed, % Fem NA Passed, % Fem NA,Num 2+ Fem, Fem 2+ Passed, % Fem 2+ Passed, % Fem 2+,Num Other Fem, Fem Other Passed, % Fem Other Passed,% Fem Other,Male Total, Male Passed, % Male Passed, % Male,Num Black Male, Male Black Passed, % Male Black Passed, % Male Black,Num Hispanic Male, Male Hisp Passed, % Male Hisp Passed, % Male Hisp,Num Asian Male, Male Asian Passed, % Male Asian Passed, % Male Asian,Num White Male, Male White Passed, % Male White Passed, % Male White,Num PI Male, Male PI Passed, % Male PI Passed, % Male PI,Num NA Male, Male NA Passed, % Male NA Passed, % Male NA,Num 2+ Male, Male 2+ Passed, % Male 2+ Passed, % Male 2+,Num Other Male, Male Other Passed, % Male Other Passed, % Male Other,Unnamed: 108,State
0,2010,104,52,50.0,11,3,27.27,10.58,5,0,0.0,4.81,16,13,81.25,15.38,68,32,47.06,65.38,0,0,0.0,0.0,1,0,0.0,0.96,0,0,0.0,0.0,2,0,0.0,1.92,17,6,35.29,16.35,3,0,0.0,2.88,0,0,0.0,0.0,3,0,0.0,2.88,8,2,25.0,7.69,0,0,0.0,0.0,1,0,0.0,0.96,0,0,0.0,0.0,2,0,0.0,1.92,87,46,52.87,83.65,8,2,25.0,7.69,5,0,0.0,4.81,13,11,84.62,12.5,60,30,50.0,57.69,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0, ,Alabama
1,2011,99,61,61.62,18,5,27.78,18.18,1,0,0.0,1.01,19,17,89.47,19.19,52,34,65.38,52.53,0,0,0.0,0.0,1,0,0.0,1.01,0,0,0.0,0.0,0,0,0.0,0.0,17,7,41.18,17.17,7,2,28.57,7.07,0,0,0.0,0.0,3,0,0.0,3.03,7,3,42.86,7.07,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,82,54,65.85,82.83,11,3,27.27,11.11,1,0,0.0,1.01,16,15,93.75,16.16,45,31,68.89,45.45,0,0,0.0,0.0,1,0,0.0,1.01,0,0,0.0,0.0,0,0,0.0,0.0, ,Alabama
2,2012,97,61,62.89,9,5,55.56,9.28,2,0,0.0,2.06,10,6,60.0,10.31,69,45,65.22,71.13,0,0,0.0,0.0,1,0,0.0,1.03,0,0,0.0,0.0,3,0,0.0,3.09,12,10,83.33,12.37,1,0,0.0,1.03,0,0,0.0,0.0,5,4,80.0,5.15,4,0,0.0,4.12,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,1.03,85,51,60.0,87.63,8,4,50.0,8.25,2,0,0.0,2.06,5,2,40.0,5.15,65,41,63.08,67.01,0,0,0.0,0.0,1,0,0.0,1.03,0,0,0.0,0.0,2,0,0.0,2.06, ,Alabama
3,2013,126,99,78.57,8,6,75.0,6.35,1,0,0.0,0.79,20,17,85.0,15.87,92,73,79.35,73.02,0,0,0.0,0.0,1,0,0.0,0.79,0,0,0.0,0.0,3,0,0.0,2.38,22,17,77.27,17.46,2,0,0.0,1.59,0,0,0.0,0.0,6,4,66.67,4.76,12,11,91.67,9.52,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,1.59,104,82,78.85,82.54,6,5,83.33,4.76,1,0,0.0,0.79,14,13,92.86,11.11,80,62,77.5,63.49,0,0,0.0,0.0,1,0,0.0,0.79,0,0,0.0,0.0,1,0,0.0,0.79, ,Alabama
4,2014,197,111,56.35,20,5,25.0,10.15,7,0,0.0,3.55,34,21,61.76,17.26,128,78,60.94,64.97,0,0,0.0,0.0,2,0,0.0,1.02,0,0,0.0,0.0,4,0,0.0,2.03,33,19,57.58,16.75,4,0,0.0,2.03,1,0,0.0,0.51,11,7,63.64,5.58,16,11,68.75,8.12,0,0,0.0,0.0,1,0,0.0,0.51,0,0,0.0,0.0,0,0,0.0,0.0,164,92,56.1,83.25,16,4,25.0,8.12,6,0,0.0,3.05,23,14,60.87,11.68,112,67,59.82,56.85,0,0,0.0,0.0,1,0,0.0,0.51,0,0,0.0,0.0,4,0,0.0,2.03, ,Alabama
5,2015,189,106,56.08,13,5,38.46,6.88,8,3,37.5,4.23,42,27,64.29,22.22,117,66,56.41,61.9,0,0,0.0,0.0,4,0,0.0,2.12,0,0,0.0,0.0,3,0,0.0,1.59,36,20,55.56,19.05,2,0,0.0,1.06,2,0,0.0,1.06,9,5,55.56,4.76,21,12,57.14,11.11,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,1.06,153,86,56.21,80.95,11,4,36.36,5.82,6,0,0.0,3.17,33,22,66.67,17.46,96,54,56.25,50.79,0,0,0.0,0.0,4,0,0.0,2.12,0,0,0.0,0.0,1,0,0.0,0.53, ,Alabama
6,2016,303,145,47.85,11,4,36.36,3.63,20,6,30.0,6.6,51,31,60.78,16.83,198,92,46.46,65.35,1,0,0.0,0.33,3,0,0.0,0.99,12,8,66.67,3.96,0,0,0.0,0.0,61,21,34.43,20.13,5,2,40.0,1.65,3,0,0.0,0.99,15,5,33.33,4.95,33,10,30.3,10.89,1,0,0.0,0.33,0,0,0.0,0.0,3,0,0.0,0.99,0,0,0.0,0.0,242,124,51.24,79.87,6,2,33.33,1.98,17,5,29.41,5.61,36,26,72.22,11.88,165,82,49.7,54.46,0,0,0.0,0.0,3,0,0.0,0.99,9,6,66.67,2.97,0,0,0.0,0.0, ,Alabama
7,2017,271,141,52.03,14,8,57.14,5.17,8,5,62.5,2.95,57,31,54.39,21.03,167,89,53.29,61.62,1,0,0.0,0.37,1,0,0.0,0.37,13,5,38.46,4.8,0,0,0.0,0.0,55,24,43.64,20.3,5,1,20.0,1.85,0,0,0.0,0.0,22,8,36.36,8.12,21,11,52.38,7.75,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,0.37,0,0,0.0,0.0,216,117,54.17,79.7,9,7,77.78,3.32,8,5,62.5,2.95,35,23,65.71,12.92,146,78,53.42,53.87,1,0,0.0,0.37,1,0,0.0,0.37,12,4,33.33,4.43,0,0,0.0,0.0, ,Alabama
8,2018,410,207,50.49,29,14,48.28,7.07,22,9,40.91,5.37,76,49,64.47,18.54,258,120,46.51,62.93,1,0,0.0,0.24,2,0,0.0,0.49,17,11,64.71,4.15,0,0,0.0,0.0,80,44,55.0,19.51,6,2,33.33,1.46,6,2,33.33,1.46,25,18,72.0,6.1,37,18,48.65,9.02,0,0,0.0,0.0,2,0,0.0,0.49,3,0,0.0,0.73,0,0,0.0,0.0,330,163,49.39,80.49,23,12,52.17,5.61,16,7,43.75,3.9,51,31,60.78,12.44,221,102,46.15,53.9,1,0,0.0,0.24,0,0,0.0,0.0,14,9,64.29,3.41,0,0,0.0,0.0, ,Alabama
9,2019,288,155,53.82,27,8,29.63,9.38,20,10,50.0,6.94,51,33,64.71,17.71,171,97,56.73,59.38,0,0,0.0,0.0,3,0,0.0,1.04,14,6,42.86,4.86,0,0,0.0,0.0,63,32,50.79,21.88,9,3,33.33,3.12,5,3,60.0,1.74,11,5,45.45,3.82,34,19,55.88,11.81,0,0,0.0,0.0,1,0,0.0,0.35,3,0,0.0,1.04,0,0,0.0,0.0,225,123,54.67,78.12,18,5,27.78,6.25,15,7,46.67,5.21,40,28,70.0,13.89,137,78,56.93,47.57,0,0,0.0,0.0,2,0,0.0,0.69,11,5,45.45,3.82,0,0,0.0,0.0, ,Alabama
10,2020,310,202,65.16,17,7,41.18,5.48,20,9,45.0,6.45,61,47,77.05,19.68,192,128,66.67,61.94,0,0,0.0,0.0,1,0,0.0,0.32,12,6,50.0,3.87,0,0,0.0,0.0,55,37,67.27,17.74,4,0,0.0,1.29,3,0,0.0,0.97,12,9,75.0,3.87,32,23,71.88,10.32,0,0,0.0,0.0,0,0,0.0,0.0,3,0,0.0,0.97,0,0,0.0,0.0,255,165,64.71,82.26,13,5,38.46,4.19,17,8,47.06,5.48,49,38,77.55,15.81,160,105,65.62,51.61,0,0,0.0,0.0,1,0,0.0,0.32,9,5,55.56,2.9,0,0,0.0,0.0, ,Alabama
11,2021,335,189,56.42,35,13,37.14,10.45,18,11,61.11,5.37,77,49,63.64,22.99,173,98,56.65,51.64,0,0,0.0,0.0,2,0,0.0,0.6,19,11,57.89,5.67,11,5,45.45,3.28,87,46,52.87,25.97,11,6,54.55,3.28,3,0,0.0,0.9,30,18,60.0,8.96,32,13,40.62,9.55,0,0,0.0,0.0,0,0,0.0,0.0,9,6,66.67,2.69,2,0,0.0,0.6,246,141,57.32,73.43,24,7,29.17,7.16,15,8,53.33,4.48,47,31,65.96,14.03,139,83,59.71,41.49,0,0,0.0,0.0,2,0,0.0,0.6,10,5,50.0,2.99,9,5,55.56,2.69, ,Alabama
12,2010,8,6,75.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,12.5,7,5,71.43,87.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,6,75.0,100.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,12.5,7,5,71.43,87.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0, ,Alaska
13,2011,14,8,57.14,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,9,5,55.56,64.29,0,0,0.0,0.0,1,0,0.0,7.14,0,0,0.0,0.0,2,0,0.0,14.29,2,0,0.0,14.29,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,7.14,0,0,0.0,0.0,1,0,0.0,7.14,0,0,0.0,0.0,0,0,0.0,0.0,12,7,58.33,85.71,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,4,50.0,57.14,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,14.29, ,Alaska
14,2012,13,12,92.31,0,0,0.0,0.0,1,0,0.0,7.69,2,0,0.0,15.38,9,8,88.89,69.23,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,7.69,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,13,12,92.31,100.0,0,0,0.0,0.0,1,0,0.0,7.69,2,0,0.0,15.38,9,8,88.89,69.23,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,7.69, ,Alaska
15,2013,21,21,100.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,9.52,19,19,100.0,90.48,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,9.52,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,9.52,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,19,19,100.0,90.48,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,9.52,17,17,100.0,80.95,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0, ,Alaska
16,2014,30,23,76.67,0,0,0.0,0.0,2,0,0.0,6.67,1,0,0.0,3.33,27,22,81.48,90.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,0,0.0,13.33,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,0,0.0,13.33,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,26,19,73.08,86.67,0,0,0.0,0.0,2,0,0.0,6.67,1,0,0.0,3.33,23,18,78.26,76.67,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0, ,Alaska
17,2015,32,19,59.38,1,0,0.0,3.12,0,0,0.0,0.0,6,4,66.67,18.75,23,14,60.87,71.88,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,3.12,9,8,88.89,28.12,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,3.12,7,6,85.71,21.88,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,3.12,23,11,47.83,71.88,1,0,0.0,3.12,0,0,0.0,0.0,5,3,60.0,15.62,16,8,50.0,50.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0, ,Alaska
18,2016,60,47,78.33,1,0,0.0,1.67,1,0,0.0,1.67,3,0,0.0,5.0,50,40,80.0,83.33,0,0,0.0,0.0,1,0,0.0,1.67,4,0,0.0,6.67,0,0,0.0,0.0,9,6,66.67,15.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,1.67,7,5,71.43,11.67,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,1.67,0,0,0.0,0.0,51,41,80.39,85.0,1,0,0.0,1.67,1,0,0.0,1.67,2,0,0.0,3.33,43,35,81.4,71.67,0,0,0.0,0.0,1,0,0.0,1.67,3,0,0.0,5.0,0,0,0.0,0.0, ,Alaska
19,2017,26,20,76.92,0,0,0.0,0.0,1,0,0.0,3.85,4,0,0.0,15.38,19,15,78.95,73.08,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,7.69,0,0,0.0,0.0,5,4,80.0,19.23,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,5,4,80.0,19.23,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,21,16,76.19,80.77,0,0,0.0,0.0,1,0,0.0,3.85,4,0,0.0,15.38,14,11,78.57,53.85,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,7.69,0,0,0.0,0.0, ,Alaska
20,2018,27,22,81.48,0,0,0.0,0.0,2,0,0.0,7.41,2,0,0.0,7.41,19,17,89.47,70.37,0,0,0.0,0.0,0,0,0.0,0.0,3,0,0.0,11.11,0,0,0.0,0.0,10,9,90.0,37.04,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,3.7,8,7,87.5,29.63,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,3.7,0,0,0.0,0.0,17,13,76.47,62.96,0,0,0.0,0.0,2,0,0.0,7.41,1,0,0.0,3.7,11,10,90.91,40.74,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,7.41,0,0,0.0,0.0, ,Alaska
21,2019,62,43,69.35,0,0,0.0,0.0,5,4,80.0,8.06,1,0,0.0,1.61,44,32,72.73,70.97,0,0,0.0,0.0,3,0,0.0,4.84,7,5,71.43,11.29,0,0,0.0,0.0,15,10,66.67,24.19,0,0,0.0,0.0,2,0,0.0,3.23,0,0,0.0,0.0,11,7,63.64,17.74,0,0,0.0,0.0,1,0,0.0,1.61,1,0,0.0,1.61,0,0,0.0,0.0,47,33,70.21,75.81,0,0,0.0,0.0,3,0,0.0,4.84,1,0,0.0,1.61,33,25,75.76,53.23,0,0,0.0,0.0,2,0,0.0,3.23,6,4,66.67,9.68,0,0,0.0,0.0, ,Alaska
22,2020,43,25,58.14,0,0,0.0,0.0,2,0,0.0,4.65,4,0,0.0,9.3,27,16,59.26,62.79,0,0,0.0,0.0,0,0,0.0,0.0,4,0,0.0,9.3,0,0,0.0,0.0,4,0,0.0,9.3,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,0,0.0,6.98,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,39,22,56.41,90.7,0,0,0.0,0.0,2,0,0.0,4.65,4,0,0.0,9.3,24,14,58.33,55.81,0,0,0.0,0.0,0,0,0.0,0.0,4,0,0.0,9.3,0,0,0.0,0.0, ,Alaska
23,2021,39,28,71.79,0,0,0.0,0.0,2,0,0.0,5.13,2,0,0.0,5.13,29,21,72.41,74.36,0,0,0.0,0.0,1,0,0.0,2.56,4,0,0.0,10.26,1,0,0.0,2.56,6,4,66.67,15.38,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,2.56,3,0,0.0,7.69,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,5.13,0,0,0.0,0.0,33,24,72.73,84.62,0,0,0.0,0.0,2,0,0.0,5.13,1,0,0.0,2.56,26,19,73.08,66.67,0,0,0.0,0.0,1,0,0.0,2.56,2,0,0.0,5.13,1,0,0.0,2.56, ,Alaska
24,2010,79,52,65.82,2,0,0.0,2.53,5,0,0.0,6.33,19,14,73.68,24.05,52,34,65.38,65.82,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,1.27,13,4,30.77,16.46,0,0,0.0,0.0,1,0,0.0,1.27,2,0,0.0,2.53,9,3,33.33,11.39,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,1.27,66,48,72.73,83.54,2,0,0.0,2.53,4,0,0.0,5.06,17,13,76.47,21.52,43,31,72.09,54.43,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0, ,Arizona
25,2011,89,64,71.91,0,0,0.0,0.0,13,5,38.46,14.61,24,19,79.17,26.97,46,32,69.57,51.69,0,0,0.0,0.0,1,0,0.0,1.12,0,0,0.0,0.0,3,0,0.0,3.37,12,8,66.67,13.48,0,0,0.0,0.0,1,0,0.0,1.12,7,4,57.14,7.87,3,0,0.0,3.37,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,1.12,77,56,72.73,86.52,0,0,0.0,0.0,12,4,33.33,13.48,17,15,88.24,19.1,43,30,69.77,48.31,0,0,0.0,0.0,1,0,0.0,1.12,0,0,0.0,0.0,2,0,0.0,2.25, ,Arizona
26,2012,132,86,65.15,1,0,0.0,0.76,21,8,38.1,15.91,36,27,75.0,27.27,65,43,66.15,49.24,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,7,5,71.43,5.3,23,15,65.22,17.42,0,0,0.0,0.0,4,0,0.0,3.03,7,7,100.0,5.3,11,6,54.55,8.33,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,0.76,109,71,65.14,82.58,1,0,0.0,0.76,17,6,35.29,12.88,29,20,68.97,21.97,54,37,68.52,40.91,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,6,5,83.33,4.55, ,Arizona
27,2013,190,113,59.47,2,0,0.0,1.05,33,11,33.33,17.37,46,34,73.91,24.21,100,64,64.0,52.63,0,0,0.0,0.0,2,0,0.0,1.05,0,0,0.0,0.0,4,0,0.0,2.11,30,11,36.67,15.79,1,0,0.0,0.53,7,2,28.57,3.68,9,5,55.56,4.74,10,3,30.0,5.26,0,0,0.0,0.0,1,0,0.0,0.53,0,0,0.0,0.0,1,0,0.0,0.53,160,102,63.75,84.21,1,0,0.0,0.53,26,8,30.77,13.68,37,29,78.38,19.47,90,61,67.78,47.37,0,0,0.0,0.0,1,0,0.0,0.53,0,0,0.0,0.0,3,0,0.0,1.58, ,Arizona
28,2014,298,171,57.38,4,0,0.0,1.34,44,13,29.55,14.77,90,58,64.44,30.2,144,91,63.19,48.32,0,0,0.0,0.0,1,0,0.0,0.34,0,0,0.0,0.0,10,6,60.0,3.36,48,27,56.25,16.11,2,0,0.0,0.67,8,0,0.0,2.68,22,13,59.09,7.38,15,12,80.0,5.03,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,0.34,250,144,57.6,83.89,2,0,0.0,0.67,36,12,33.33,12.08,68,45,66.18,22.82,129,79,61.24,43.29,0,0,0.0,0.0,1,0,0.0,0.34,0,0,0.0,0.0,9,5,55.56,3.02, ,Arizona
29,2015,412,250,60.68,12,6,50.0,2.91,54,21,38.89,13.11,125,90,72.0,30.34,193,111,57.51,46.84,0,0,0.0,0.0,3,0,0.0,0.73,0,0,0.0,0.0,12,10,83.33,2.91,96,54,56.25,23.3,4,0,0.0,0.97,10,5,50.0,2.43,35,23,65.71,8.5,37,20,54.05,8.98,0,0,0.0,0.0,3,0,0.0,0.73,0,0,0.0,0.0,4,0,0.0,0.97,316,196,62.03,76.7,8,5,62.5,1.94,44,16,36.36,10.68,90,67,74.44,21.84,156,91,58.33,37.86,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,8,100.0,1.94, ,Arizona
30,2016,438,294,67.12,4,0,0.0,0.91,62,32,51.61,14.16,122,90,73.77,27.85,229,157,68.56,52.28,1,0,0.0,0.23,1,0,0.0,0.23,14,9,64.29,3.2,0,0,0.0,0.0,99,57,57.58,22.6,0,0,0.0,0.0,17,8,47.06,3.88,36,21,58.33,8.22,43,26,60.47,9.82,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,0.46,0,0,0.0,0.0,339,237,69.91,77.4,4,0,0.0,0.91,45,24,53.33,10.27,86,69,80.23,19.63,186,131,70.43,42.47,1,0,0.0,0.23,1,0,0.0,0.23,12,7,58.33,2.74,0,0,0.0,0.0, ,Arizona
31,2017,480,331,68.96,7,4,57.14,1.46,67,47,70.15,13.96,122,94,77.05,25.42,257,164,63.81,53.54,0,0,0.0,0.0,1,0,0.0,0.21,19,19,100.0,3.96,0,0,0.0,0.0,111,78,70.27,23.12,3,0,0.0,0.62,19,15,78.95,3.96,35,26,74.29,7.29,48,29,60.42,10.0,0,0,0.0,0.0,0,0,0.0,0.0,5,5,100.0,1.04,0,0,0.0,0.0,369,253,68.56,76.88,4,0,0.0,0.83,48,32,66.67,10.0,87,68,78.16,18.12,209,135,64.59,43.54,0,0,0.0,0.0,1,0,0.0,0.21,14,14,100.0,2.92,0,0,0.0,0.0, ,Arizona
32,2018,487,361,74.13,4,0,0.0,0.82,69,45,65.22,14.17,152,122,80.26,31.21,231,168,72.73,47.43,0,0,0.0,0.0,2,0,0.0,0.41,23,18,78.26,4.72,0,0,0.0,0.0,103,71,68.93,21.15,2,0,0.0,0.41,13,7,53.85,2.67,40,31,77.5,8.21,42,28,66.67,8.62,0,0,0.0,0.0,1,0,0.0,0.21,3,0,0.0,0.62,0,0,0.0,0.0,384,290,75.52,78.85,2,0,0.0,0.41,56,38,67.86,11.5,112,91,81.25,23.0,189,140,74.07,38.81,0,0,0.0,0.0,1,0,0.0,0.21,20,16,80.0,4.11,0,0,0.0,0.0, ,Arizona
33,2019,615,438,71.22,8,3,37.5,1.3,104,60,57.69,16.91,188,153,81.38,30.57,273,199,72.89,44.39,1,0,0.0,0.16,2,0,0.0,0.33,31,19,61.29,5.04,0,0,0.0,0.0,136,86,63.24,22.11,5,3,60.0,0.81,27,13,48.15,4.39,46,35,76.09,7.48,46,31,67.39,7.48,1,0,0.0,0.16,0,0,0.0,0.0,9,4,44.44,1.46,0,0,0.0,0.0,479,352,73.49,77.89,3,0,0.0,0.49,77,47,61.04,12.52,142,118,83.1,23.09,227,168,74.01,36.91,0,0,0.0,0.0,2,0,0.0,0.33,22,15,68.18,3.58,0,0,0.0,0.0, ,Arizona
34,2020,659,421,63.88,12,6,50.0,1.82,106,47,44.34,16.08,193,154,79.79,29.29,283,175,61.84,42.94,0,0,0.0,0.0,3,0,0.0,0.46,37,19,51.35,5.61,0,0,0.0,0.0,191,119,62.3,28.98,2,0,0.0,0.3,36,15,41.67,5.46,64,50,78.12,9.71,73,44,60.27,11.08,0,0,0.0,0.0,2,0,0.0,0.3,8,4,50.0,1.21,0,0,0.0,0.0,468,302,64.53,71.02,10,5,50.0,1.52,70,32,45.71,10.62,129,104,80.62,19.58,210,131,62.38,31.87,0,0,0.0,0.0,1,0,0.0,0.15,29,15,51.72,4.4,0,0,0.0,0.0, ,Arizona
35,2021,627,370,59.01,15,4,26.67,2.39,97,39,40.21,15.47,188,135,71.81,29.98,269,166,61.71,42.9,0,0,0.0,0.0,7,3,42.86,1.12,32,16,50.0,5.1,19,7,36.84,3.03,148,90,60.81,23.6,4,0,0.0,0.64,19,6,31.58,3.03,54,34,62.96,8.61,57,40,70.18,9.09,0,0,0.0,0.0,2,0,0.0,0.32,11,8,72.73,1.75,1,0,0.0,0.16,477,279,58.49,76.08,11,3,27.27,1.75,77,33,42.86,12.28,134,101,75.37,21.37,211,125,59.24,33.65,0,0,0.0,0.0,5,3,60.0,0.8,21,8,38.1,3.35,18,6,33.33,2.87, ,Arizona
36,2010,121,51,42.15,9,1,11.11,7.44,10,2,20.0,8.26,17,6,35.29,14.05,74,37,50.0,61.16,0,0,0.0,0.0,1,0,0.0,0.83,0,0,0.0,0.0,2,0,0.0,1.65,17,9,52.94,14.05,4,0,0.0,3.31,3,0,0.0,2.48,5,3,60.0,4.13,5,3,60.0,4.13,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,104,42,40.38,85.95,5,0,0.0,4.13,7,0,0.0,5.79,12,3,25.0,9.92,69,34,49.28,57.02,0,0,0.0,0.0,1,0,0.0,0.83,0,0,0.0,0.0,2,0,0.0,1.65, ,Arkansas
37,2011,152,62,40.79,7,2,28.57,4.61,21,2,9.52,13.82,23,11,47.83,15.13,92,45,48.91,60.53,0,0,0.0,0.0,3,0,0.0,1.97,0,0,0.0,0.0,4,0,0.0,2.63,19,9,47.37,12.5,0,0,0.0,0.0,2,0,0.0,1.32,6,4,66.67,3.95,9,4,44.44,5.92,0,0,0.0,0.0,1,0,0.0,0.66,0,0,0.0,0.0,1,0,0.0,0.66,133,53,39.85,87.5,7,2,28.57,4.61,19,1,5.26,12.5,17,7,41.18,11.18,83,41,49.4,54.61,0,0,0.0,0.0,2,0,0.0,1.32,0,0,0.0,0.0,3,0,0.0,1.97, ,Arkansas
38,2012,146,42,28.77,3,0,0.0,2.05,18,1,5.56,12.33,26,8,30.77,17.81,90,31,34.44,61.64,0,0,0.0,0.0,1,0,0.0,0.68,0,0,0.0,0.0,3,0,0.0,2.05,26,4,15.38,17.81,1,0,0.0,0.68,2,0,0.0,1.37,12,2,16.67,8.22,10,2,20.0,6.85,0,0,0.0,0.0,1,0,0.0,0.68,0,0,0.0,0.0,0,0,0.0,0.0,120,38,31.67,82.19,2,0,0.0,1.37,16,1,6.25,10.96,14,6,42.86,9.59,80,29,36.25,54.79,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,0,0.0,2.05, ,Arkansas
